Theta;0.73756;0.82164;0.95144;0.82145;Alpha;0.78462;0.79397;0.85275;0.77861;Beta;0.63528;0.73107;0.7004;0.77413;Gamma;0.62536;0.61487;0.53441
Theta;0.7643;0.82434;0.95367;0.832;Alpha;0.76387;0.78889;0.83567;0.77799;Beta;0.64683;0.72684;0.71138;0.77727;Gamma;0.62238;0.61484;0.53779
Theta;0.74133;0.8248;0.9422;0.82254;Alpha;0.77124;0.78822;0.83084;0.78353;Beta;0.65133;0.7282;0.70689;0.77462;Gamma;0.61736;0.61302;0.53406
Theta;0.73332;0.82769;0.93746;0.81894;Alpha;0.76623;0.78813;0.82458;0.78178;Beta;0.65521;0.73037;0.70496;0.77353;Gamma;0.61479;0.61418;0.52873
Theta;0.72993;0.82584;0.94195;0.82082;Alpha;0.76554;0.78825;0.82534;0.78045;Beta;0.65155;0.72898;0.70689;0.77233;Gamma;0.61732;0.61025;0.52831
Theta;0.76157;0.82704;0.93428;0.82022;Alpha;0.77767;0.79082;0.8316;0.78115;Beta;0.64523;0.72607;0.70044;0.77344;Gamma;0.61823;0.61379;0.53227
Theta;0.76443;0.83473;0.96353;0.82781;Alpha;0.74432;0.82854;0.84207;0.82908;Beta;0.67521;0.74224;0.71839;0.82135;Gamma;0.66424;0.68806;0.58753
Theta;0.79754;0.83554;0.8878;0.83935;Alpha;0.66291;0.82829;0.78247;0.8331;Beta;0.76476;0.74644;0.73792;0.82027;Gamma;0.67166;0.6914;0.58122
Theta;0.75421;0.79884;0.84755;0.7817;Alpha;0.71549;0.83081;0.78687;0.79827;Beta;0.71323;0.73329;0.73585;0.76782;Gamma;0.60138;0.55491;0.47295
Theta;0.73213;0.79338;0.84751;0.77652;Alpha;0.74755;0.81292;0.77314;0.79916;Beta;0.66318;0.72355;0.72206;0.76755;Gamma;0.58647;0.55457;0.45916
Theta;0.74603;0.81081;0.87641;0.76736;Alpha;0.71253;0.80391;0.74931;0.81269;Beta;0.65169;0.72585;0.70987;0.76736;Gamma;0.58792;0.55023;0.46358
Theta;0.73186;0.79125;0.85735;0.81039;Alpha;0.74968;0.79631;0.7333;0.81113;Beta;0.66099;0.71827;0.68503;0.78475;Gamma;0.603;0.56293;0.47099
Theta;0.74497;0.78832;0.89652;0.85584;Alpha;0.87471;0.79666;0.70956;0.82011;Beta;0.73776;0.7311;0.68798;0.80211;Gamma;0.61714;0.56575;0.49539
Theta;0.83279;0.79085;0.87199;0.84539;Alpha;0.8662;0.79528;0.73;0.81898;Beta;0.7882;0.73331;0.71192;0.80684;Gamma;0.62678;0.58642;0.49093
Theta;0.84115;0.79656;0.88206;0.83814;Alpha;0.85189;0.77635;0.75493;0.81603;Beta;0.7863;0.73448;0.70513;0.80525;Gamma;0.62687;0.59353;0.49555
Theta;0.8406;0.78653;0.85679;0.83008;Alpha;0.85418;0.75316;0.77579;0.73952;Beta;0.78823;0.68924;0.71093;0.73073;Gamma;0.55869;0.49588;0.43446
Theta;0.85026;0.78737;0.89681;0.83729;Alpha;0.84467;0.74896;0.76214;0.73962;Beta;0.78952;0.68796;0.71395;0.73024;Gamma;0.56422;0.50099;0.44597
Theta;0.8305;0.78588;0.84864;0.8331;Alpha;0.84054;0.72025;0.75154;0.73761;Beta;0.77216;0.67511;0.6701;0.72437;Gamma;0.55687;0.50352;0.43547
Theta;0.83567;0.7787;0.83607;0.82883;Alpha;0.86134;0.72309;0.7757;0.74254;Beta;0.77294;0.66427;0.6505;0.72048;Gamma;0.55106;0.50048;0.46189
Theta;0.84449;0.77783;0.82338;0.84167;Alpha;0.83421;0.72603;0.77545;0.72783;Beta;0.77178;0.65999;0.64434;0.73648;Gamma;0.5498;0.49645;0.44331
Theta;0.84974;0.79065;0.86488;0.80374;Alpha;0.81931;0.73499;0.79172;0.71673;Beta;0.75997;0.66695;0.68176;0.68908;Gamma;0.52151;0.4777;0.42975
Theta;0.83882;0.80591;0.86463;0.76688;Alpha;0.81935;0.75957;0.81629;0.69767;Beta;0.70203;0.6498;0.68182;0.62726;Gamma;0.52623;0.49817;0.41959
Theta;0.79118;0.79679;0.86023;0.76311;Alpha;0.84986;0.75755;0.81852;0.68863;Beta;0.75672;0.65176;0.66975;0.60821;Gamma;0.57367;0.52155;0.47918
Theta;0.80024;0.79706;0.86162;0.76226;Alpha;0.86269;0.74832;0.83055;0.69219;Beta;0.75157;0.64902;0.66591;0.60849;Gamma;0.56613;0.52266;0.46715
Theta;0.80425;0.79831;0.86209;0.76309;Alpha;0.86356;0.7465;0.84607;0.68837;Beta;0.75471;0.65416;0.69544;0.60867;Gamma;0.57549;0.52987;0.47314
Theta;0.81352;0.8001;0.85306;0.76064;Alpha;0.86853;0.74974;0.85007;0.68809;Beta;0.76282;0.65769;0.68889;0.60753;Gamma;0.57473;0.53032;0.47908
Theta;0.82654;0.81119;0.86091;0.76258;Alpha;0.90697;0.76481;0.8616;0.68831;Beta;0.80693;0.67623;0.70027;0.6104;Gamma;0.59259;0.54632;0.48058
Theta;0.87587;0.84444;0.90441;0.78058;Alpha;0.96137;0.8474;0.94278;0.73371;Beta;0.95012;0.7083;0.81758;0.65138;Gamma;0.67183;0.57294;0.50782
Theta;0.84964;0.84779;0.91224;0.7871;Alpha;0.96592;0.82667;0.92612;0.72126;Beta;0.95615;0.72354;0.82947;0.65962;Gamma;0.67256;0.57276;0.5062
Theta;0.85279;0.84264;0.90094;0.78645;Alpha;0.95969;0.82617;0.91137;0.72073;Beta;0.95218;0.71266;0.82224;0.66299;Gamma;0.67124;0.56876;0.50972
Theta;0.85562;0.83989;0.89597;0.78569;Alpha;0.95123;0.82291;0.90753;0.71759;Beta;0.95571;0.7128;0.82527;0.66403;Gamma;0.66955;0.55611;0.49544
Theta;0.83434;0.84049;0.90283;0.78317;Alpha;0.90713;0.8211;0.90215;0.71492;Beta;0.92963;0.71444;0.83102;0.66511;Gamma;0.64302;0.51259;0.46117
Theta;0.82552;0.84125;0.89922;0.78262;Alpha;0.90438;0.8199;0.89729;0.71526;Beta;0.9268;0.71166;0.82602;0.66548;Gamma;0.64036;0.51027;0.45893
Theta;0.82267;0.84301;0.90991;0.78232;Alpha;0.89609;0.81629;0.86839;0.71373;Beta;0.92544;0.71105;0.82756;0.66613;Gamma;0.63452;0.49405;0.45388
Theta;0.81572;0.84463;0.91294;0.78375;Alpha;0.90765;0.81576;0.8794;0.71409;Beta;0.92224;0.7115;0.82776;0.66494;Gamma;0.63272;0.49098;0.45642
Theta;0.81046;0.85105;0.92266;0.7855;Alpha;0.83207;0.82612;0.88985;0.71813;Beta;0.92346;0.70681;0.79994;0.66201;Gamma;0.61387;0.50927;0.4522
Theta;0.73684;0.79494;0.89823;0.77818;Alpha;0.79824;0.75876;0.80586;0.67693;Beta;0.61084;0.63934;0.67007;0.62179;Gamma;0.49471;0.48181;0.42227
Theta;0.75475;0.79413;0.89065;0.76535;Alpha;0.74238;0.75383;0.75815;0.67747;Beta;0.58056;0.63549;0.66602;0.61766;Gamma;0.48802;0.44361;0.4018
Theta;0.74565;0.7892;0.89531;0.77557;Alpha;0.76897;0.75007;0.79484;0.68451;Beta;0.60569;0.63183;0.6941;0.61795;Gamma;0.49802;0.45072;0.40624
Theta;0.78525;0.79468;0.92351;0.78116;Alpha;0.79294;0.75058;0.81724;0.68809;Beta;0.63193;0.62228;0.69912;0.61761;Gamma;0.5098;0.46965;0.42303
Theta;0.77736;0.80188;0.91756;0.77796;Alpha;0.79821;0.76328;0.82316;0.68984;Beta;0.64306;0.62306;0.70552;0.61986;Gamma;0.51652;0.47539;0.43154
Theta;0.87105;0.79789;0.92447;0.77618;Alpha;0.91439;0.75424;0.85547;0.69519;Beta;0.74981;0.6323;0.71116;0.62179;Gamma;0.58538;0.57165;0.52683
Theta;0.94936;0.87649;0.98693;0.79983;Alpha;0.95758;0.88412;0.89441;0.70197;Beta;0.89118;0.84931;0.9019;0.6315;Gamma;0.79896;0.81574;0.66498
Theta;0.97391;0.89332;0.96744;0.78752;Alpha;0.99209;0.88728;0.90298;0.71124;Beta;0.89973;0.87286;0.91688;0.64493;Gamma;0.86261;0.82223;0.65277
Theta;0.96417;0.89023;1;0.79724;Alpha;0.97417;0.87728;0.88741;0.70546;Beta;0.93272;0.88446;0.91146;0.63853;Gamma;0.86837;0.82661;0.65071
Theta;0.97684;0.89464;0.94801;0.80171;Alpha;0.94047;0.87312;0.88135;0.71662;Beta;0.92498;0.88646;0.91896;0.63475;Gamma;0.86812;0.82137;0.65273
Theta;0.9695;0.88828;0.95964;0.7827;Alpha;0.94367;0.86595;0.87191;0.71179;Beta;0.92617;0.88017;0.91098;0.62858;Gamma;0.86647;0.82016;0.65113
Theta;0.96928;0.88639;0.9528;0.79276;Alpha;0.94064;0.86655;0.86799;0.7022;Beta;0.92428;0.87999;0.90525;0.63339;Gamma;0.86589;0.81952;0.65153
Theta;0.96506;0.88496;0.93962;0.79835;Alpha;0.93615;0.86794;0.8577;0.70152;Beta;0.92156;0.88048;0.90503;0.63896;Gamma;0.86259;0.81832;0.64901
Theta;0.98418;0.90077;0.92093;0.80355;Alpha;0.92825;0.87305;0.86727;0.70678;Beta;0.92633;0.87947;0.90385;0.63981;Gamma;0.86042;0.81617;0.65215
Theta;0.86956;0.86099;0.98299;0.84097;Alpha;0.9074;0.85941;0.87381;0.70398;Beta;0.93416;0.87665;0.93602;0.66111;Gamma;0.85654;0.80283;0.67945
Theta;0.94861;0.79321;0.85812;0.78956;Alpha;0.95655;0.76215;0.93216;0.77198;Beta;0.98395;0.70601;0.8786;0.71871;Gamma;0.81693;0.64932;0.60376
Theta;1;0.92125;1;0.91193;Alpha;1;0.90438;0.87808;0.85371;Beta;1;0.77357;0.81381;0.8646;Gamma;0.72749;0.6379;0.61048
Theta;0.99393;0.88798;0.94701;0.90942;Alpha;0.97411;0.92283;0.96409;0.81773;Beta;1;0.78891;0.86048;0.87511;Gamma;0.74001;0.66392;0.62298
Theta;1;0.89632;0.95718;0.90342;Alpha;0.96936;0.93558;0.99662;0.81929;Beta;0.99902;0.7806;0.84629;0.87941;Gamma;0.72996;0.66622;0.63821
Theta;1;0.90907;1;0.91506;Alpha;0.96532;0.9406;0.97254;0.8176;Beta;1;0.78887;0.90107;0.87556;Gamma;0.74689;0.69158;0.62646
Theta;1;0.92526;1;0.93366;Alpha;0.97133;0.96082;1;0.91181;Beta;1;0.83527;1;0.95015;Gamma;0.817;0.79911;0.68728
Theta;0.99838;0.92308;1;0.97162;Alpha;0.97847;0.96664;1;1;Beta;1;0.84041;1;1;Gamma;0.8404;0.84239;0.72684
Theta;0.99603;0.92167;0.99997;0.98167;Alpha;0.9777;0.97215;1;1;Beta;0.99973;0.84308;1;0.97298;Gamma;0.8428;0.8446;0.71656
Theta;1;0.91045;0.99293;0.96284;Alpha;0.96512;0.97898;1;1;Beta;1;0.85141;0.99902;0.9735;Gamma;0.84529;0.84396;0.71841
Theta;0.94132;0.94282;1;0.99047;Alpha;0.81069;0.97337;1;1;Beta;0.89999;0.84969;1;0.95156;Gamma;0.88941;0.85617;0.75249
Theta;0.92808;0.85965;0.96698;0.96012;Alpha;0.83549;0.91372;0.98321;0.97577;Beta;0.82988;0.81244;0.95289;0.92822;Gamma;0.83436;0.84134;0.69893
Theta;0.89542;0.87762;0.95463;0.95549;Alpha;0.9191;0.91857;1;0.97701;Beta;0.818;0.82305;0.9328;0.93107;Gamma;0.82477;0.85629;0.69864
Theta;0.88723;0.90212;0.9361;0.98101;Alpha;0.88834;0.93411;0.99725;0.98151;Beta;0.84508;0.82774;0.95178;0.93917;Gamma;0.82904;0.85686;0.66836
Theta;0.89186;0.88956;0.86694;0.97953;Alpha;0.89376;0.92528;1;0.98427;Beta;0.82682;0.81863;1;0.93377;Gamma;0.83548;0.85725;0.69107
Theta;0.90572;0.88204;0.75933;0.95778;Alpha;0.8974;0.89168;0.84412;0.96812;Beta;0.8291;0.78809;0.81432;0.87883;Gamma;0.82133;0.73099;0.59428
Theta;0.89702;0.8784;0.72776;0.88642;Alpha;0.89577;0.87952;0.84172;0.79859;Beta;0.83983;0.77144;0.75997;0.80461;Gamma;0.79242;0.677;0.52169
Theta;0.91145;0.88414;0.71273;0.88311;Alpha;0.90123;0.85872;0.81819;0.74538;Beta;0.8336;0.77736;0.74668;0.77435;Gamma;0.7793;0.65951;0.49742
Theta;0.92354;0.88819;0.71736;0.89073;Alpha;0.89562;0.84684;0.8024;0.74785;Beta;0.83408;0.76893;0.73417;0.77082;Gamma;0.77398;0.65183;0.4915
Theta;0.85335;0.87043;0.71755;0.87674;Alpha;0.86443;0.85014;0.78852;0.73379;Beta;0.8348;0.73401;0.72158;0.70349;Gamma;0.7586;0.62353;0.45711
Theta;0.85288;0.86123;0.71338;0.85736;Alpha;0.83663;0.82248;0.77226;0.73074;Beta;0.79499;0.73708;0.6989;0.69867;Gamma;0.73422;0.56609;0.47321
Theta;0.8089;0.83003;0.72293;0.82181;Alpha;0.75409;0.78236;0.71221;0.74832;Beta;0.71792;0.7261;0.64358;0.6678;Gamma;0.71164;0.52561;0.41871
Theta;0.77805;0.78109;0.64652;0.79147;Alpha;0.75685;0.75721;0.73414;0.66467;Beta;0.70322;0.6957;0.65959;0.60509;Gamma;0.69864;0.4946;0.3702
Theta;0.73434;0.7672;0.64214;0.78048;Alpha;0.71929;0.77531;0.60119;0.66663;Beta;0.71081;0.67023;0.59084;0.60312;Gamma;0.51851;0.43542;0.38258
Theta;0.71298;0.79461;0.67334;0.76835;Alpha;0.59958;0.74751;0.67206;0.65328;Beta;0.62829;0.64879;0.62576;0.60285;Gamma;0.5739;0.47594;0.45921
Theta;0.87198;0.83758;0.73734;0.76846;Alpha;0.69804;0.8091;0.71557;0.66652;Beta;0.67867;0.7225;0.70046;0.62181;Gamma;0.63892;0.50262;0.53417
Theta;0.81129;0.82286;0.6914;0.77248;Alpha;0.72466;0.80397;0.73119;0.67049;Beta;0.68976;0.71541;0.66287;0.62211;Gamma;0.60995;0.53177;0.53321
Theta;0.81382;0.82559;0.69566;0.75679;Alpha;0.7285;0.80475;0.72682;0.67434;Beta;0.67942;0.71896;0.66567;0.61663;Gamma;0.6078;0.53649;0.51913
Theta;0.81878;0.82814;0.70044;0.76299;Alpha;0.72859;0.80622;0.7322;0.6746;Beta;0.68016;0.71936;0.66428;0.61793;Gamma;0.60723;0.53656;0.51716
Theta;0.81641;0.82594;0.6939;0.75744;Alpha;0.72852;0.80953;0.73494;0.67399;Beta;0.67976;0.71959;0.66636;0.61818;Gamma;0.6089;0.53653;0.51932
Theta;0.8294;0.83006;0.70946;0.76381;Alpha;0.7336;0.80418;0.73447;0.6744;Beta;0.68226;0.71847;0.66572;0.61764;Gamma;0.61524;0.54035;0.52941
Theta;0.82827;0.83011;0.6965;0.76633;Alpha;0.72779;0.81252;0.72269;0.674;Beta;0.68571;0.72252;0.67789;0.62255;Gamma;0.61041;0.53703;0.51425
Theta;0.86171;0.8334;0.68757;0.80152;Alpha;0.73037;0.81567;0.79612;0.65853;Beta;0.70023;0.7433;0.7756;0.62858;Gamma;0.66056;0.6619;0.45424
Theta;0.84201;0.8181;0.67605;0.79542;Alpha;0.72128;0.81872;0.75116;0.66385;Beta;0.66331;0.73819;0.77746;0.61669;Gamma;0.69223;0.6001;0.41541
Theta;0.71052;0.81511;0.6616;0.8067;Alpha;0.68733;0.77941;0.71269;0.63771;Beta;0.60887;0.69904;0.76601;0.59714;Gamma;0.68244;0.56487;0.44697
Theta;0.65981;0.80315;0.63882;0.79659;Alpha;0.55527;0.76896;0.68698;0.63604;Beta;0.52807;0.68111;0.75315;0.59817;Gamma;0.67004;0.54942;0.39815
Theta;0.65845;0.79685;0.63622;0.8046;Alpha;0.54076;0.76197;0.68759;0.63167;Beta;0.525;0.67865;0.7538;0.59388;Gamma;0.66725;0.54432;0.38768
Theta;0.65039;0.79239;0.63587;0.79591;Alpha;0.536;0.76497;0.69306;0.63608;Beta;0.5281;0.67507;0.75087;0.59096;Gamma;0.66867;0.54514;0.38577
Theta;0.65396;0.79707;0.64567;0.79928;Alpha;0.55002;0.76255;0.69895;0.63969;Beta;0.52925;0.67579;0.75414;0.59413;Gamma;0.67093;0.54904;0.39346
Theta;0.68332;0.8005;0.63194;0.80515;Alpha;0.62902;0.76208;0.70487;0.6379;Beta;0.57456;0.67527;0.74583;0.58971;Gamma;0.66918;0.55502;0.41657
Theta;0.69218;0.79556;0.65776;0.86735;Alpha;0.72298;0.78875;0.81772;0.73838;Beta;0.78935;0.72393;0.84039;0.65645;Gamma;0.75292;0.6727;0.64043
Theta;0.85549;0.82811;0.71966;0.85103;Alpha;0.92862;0.89005;0.81193;0.77446;Beta;0.90652;0.80474;0.71924;0.69255;Gamma;0.79382;0.66413;0.6834
Theta;0.83268;0.81627;0.72233;0.84437;Alpha;0.96079;0.90601;0.82863;0.77987;Beta;0.90511;0.8075;0.69015;0.6705;Gamma;0.76484;0.65974;0.68129
Theta;0.84693;0.81598;0.73444;0.83205;Alpha;0.96099;0.90651;0.8312;0.77852;Beta;0.90516;0.81056;0.69636;0.66519;Gamma;0.76426;0.66063;0.68419
Theta;0.83488;0.8116;0.72726;0.83705;Alpha;0.96025;0.90805;0.83189;0.78023;Beta;0.90601;0.8105;0.69743;0.6673;Gamma;0.76357;0.66183;0.68275
Theta;0.83516;0.81267;0.72677;0.83187;Alpha;0.95962;0.90859;0.83193;0.78039;Beta;0.90559;0.80971;0.69601;0.66413;Gamma;0.76321;0.66164;0.68336
Theta;0.83783;0.81408;0.72931;0.83529;Alpha;0.95954;0.90964;0.8318;0.77817;Beta;0.90582;0.80953;0.69945;0.66309;Gamma;0.76326;0.66196;0.68296
Theta;0.83764;0.81091;0.74641;0.84131;Alpha;0.9634;0.91016;0.83798;0.77148;Beta;0.91564;0.81088;0.6947;0.67646;Gamma;0.76858;0.6692;0.68821
Theta;0.84117;0.8459;0.70993;0.81762;Alpha;0.97066;0.89032;0.82086;0.79732;Beta;0.89315;0.83612;0.72113;0.65986;Gamma;0.78312;0.65292;0.71238
Theta;0.90721;0.84668;0.68514;0.80157;Alpha;0.93424;0.87832;0.71985;0.67302;Beta;0.8314;0.83735;0.82132;0.57403;Gamma;0.74392;0.64534;0.6
Theta;0.84139;0.90427;0.72914;0.75429;Alpha;0.71788;0.80834;0.68185;0.69143;Beta;0.66418;0.68233;0.70887;0.55199;Gamma;0.60866;0.54168;0.47553
Theta;0.68545;0.86186;0.68298;0.77123;Alpha;0.71067;0.78232;0.68516;0.6686;Beta;0.62029;0.66969;0.6435;0.59745;Gamma;0.547;0.473;0.39326
